name,address_street,city,state,zip,country,phone,website,google_maps_url,category_primary,category_secondary,google_rating,google_reviews_count,hours,review_keywords,hour
Aje's Cafe,1120 Maunakea St Suite 123,Honolulu,HI,96817,US,,,https://www.google.com/maps/place/Aje%27s+Cafe/data=!4m7!3m6!1s0x7c006f1a85d6f07d:0x69e80e8142b5a28f!8m2!3d21.3128315!4d-157.862882!16s%2Fg%2F11rhrrk1nd!19sChIJffDWhRpvAHwRj6K1QoEO6Gk?authuser=0&hl=en&rclk=1,Restaurant,,4.5,6,7 AM-3:30 PM,"pork adobo, portion size, prices",
Alyssandra's Lumpia Express,199 Kamehameha Hwy #98,Aiea,HI,96701,US,(808) 389-1522,https://www.alyssandraslumpia.com/,https://www.google.com/maps/place/Alyssandra%E2%80%99s+Lumpia+Express/data=!4m7!3m6!1s0x7c006f7bb095af8f:0x9d3b08049e4de779!8m2!3d21.3814324!4d-157.9433038!16s%2Fg%2F11fksj5wcp!19sChIJj6-VsHtvAHwReedNngQIO50?authuser=0&hl=en&rclk=1,Restaurant,,4.2,23,11 AM-6 PM,"pork, pancit, banana, chicken adobo, price",
Alyssandra's Lumpia Express,94-790 Lumiaina St,Waipahu,HI,96797,US,(808) 389-1522,http://www.alyssandraslumpia.com/,https://www.google.com/maps/place/Alyssandra%27s+Lumpia+Express/data=!4m7!3m6!1s0x7c00668472ccd631:0xac5c385f39332471!8m2!3d21.4022422!4d-158.0065573!16s%2Fg%2F11bwl3rdz6!19sChIJMdbMcoRmAHwRcSQzOV84XKw?authuser=0&hl=en&rclk=1,Restaurant,,4.6,29,10 AM-8 PM,"vinegar, banana lumpia, sweet chili, ground pork, snack, mall, atmosphere",
Asian Mart & Fast Food,745 Lower Main St,Wailuku,HI,96793,US,(808) 856-0437,https://www.hoppermaui.com/restaurant/74089/,https://www.google.com/maps/place/Asian+Mart+%26+Fast+Food/data=!4m7!3m6!1s0x7954d37110008e9d:0xc79d204b25bb1805!8m2!3d20.9019422!4d-156.4855804!16s%2Fg%2F11r_xhdlvc!19sChIJnY4AEHHTVHkRBRi7JUsgncc?authuser=0&hl=en&rclk=1,Restaurant,,4.2,25,6 AM-7 PM,"snacks, pork and peas, ala carte, halo halo, prices",
Austina's Grinds,310 W Kaahumanu Ave,Kahului,HI,96732,US,(808) 442-2483,https://facebook.com/pages/Austinas-Grinds-Local-Food/164572880325727,https://www.google.com/maps/place/Austina%27s+Grinds/data=!4m7!3m6!1s0x7954d346bc597133:0x5bc6f811f4de9b48!8m2!3d20.8924047!4d-156.4770853!16s%2Fg%2F11fsq0qvkh!19sChIJM3FZvEbTVHkRSJve9BH4xls?authuser=0&hl=en&rclk=1,Food Truck & Pop-Up,Quick Bites & Turo-Turo,3.3,4,7 AM-1 PM,swap meet,
Balai Pata,425 Koloa St Suite 104,Kahului,HI,96732,US,(808) 727-2230,https://instagram.com/balaipata?igshid=MzRlODBiNWFlZA==,https://www.google.com/maps/place/Balai+Pata/data=!4m7!3m6!1s0x7954d30a8005fb61:0x46b74b97d11deac5!8m2!3d20.8876589!4d-156.4552338!16s%2Fg%2F11y1mffwbc!19sChIJYfsFgArTVHkRxeod0ZdLt0Y?authuser=0&hl=en&rclk=1,Restaurant,,4.5,69,4-9 PM,"price, crispy pata, filipino, halo halo, airport, garlic, brussel sprouts, lau lau, pinakbet, pork adobo",
Bautista's Filipino Kitchen,98-1005 Moanalua Rd Fs5,Aiea,HI,96701,US,(808) 487-2234,https://usmapor.org/details/bautista-s-filipino-kitchen-ChIJ1Uy,https://www.google.com/maps/place/Bautista%27s+Filipino+Kitchen/data=!4m7!3m6!1s0x7c006f4d57b24cd5:0x4875e32159421b7e!8m2!3d21.3849789!4d-157.9414411!16s%2Fg%2F1ts2_h87!19sChIJ1UyyV01vAHwRfhtCWSHjdUg?authuser=0&hl=en&rclk=1,Restaurant,,3.4,49,10 AM-7:30 PM,"price, choice, pork, portion sizes, short ribs, peas, adobo, pancit, plate, mall",
Bebot's,94-861 Farrington Hwy B,Waipahu,HI,96797,US,(808) 517-3866,,https://www.google.com/maps/place/Bebot%27s/data=!4m7!3m6!1s0x7c006415ee106c5d:0x937a664f376a3969!8m2!3d21.3838433!4d-158.0025418!16s%2Fg%2F11g6xbj18q!19sChIJXWwQ7hVkAHwRaTlqN09mepM?authuser=0&hl=en&rclk=1,Restaurant,,4.2,9,9 AM-4:30 PM,prices,
CAA Marketplace LLC,960 Lower Main St,Wailuku,HI,96793,US,(808) 298-0043,http://www.caamarketplace.com/,https://www.google.com/maps/place/CAA+Marketplace+LLC/data=!4m7!3m6!1s0x7954d35ea3c9b55b:0x7c731713ef58f5f6!8m2!3d20.9007006!4d-156.4885061!16s%2Fg%2F11sttqdwww!19sChIJW7XJo17TVHkR9vVY7xMXc3w?authuser=0&hl=en&rclk=1,Quick Bites & Turo-Turo,Restaurant,5,1,7 AM-7 PM,,
Da Tambayan Corner (Food Truck Park),70 Lono Ave,Kahului,HI,96732,US,,https://www.instagram.com/datambayancorner/p/C33I0SctZ4B/,https://www.google.com/maps/place/Da+Tambayan+Corner+%28Food+Truck+Park%29/data=!4m7!3m6!1s0x7954d3176b118b07:0x542922c4a4d7c1c!8m2!3d20.888319!4d-156.4697225!16s%2Fg%2F11vz139c7s!19sChIJB4sRaxfTVHkRHHxNSiySQgU?authuser=0&hl=en&rclk=1,Quick Bites & Turo-Turo,,4.8,5,11 AM-8 PM,,
Da Ultimate Grindz Hawaii,94-256 Waipahu Depot St,Waipahu,HI,96797,US,(808) 888-3872,https://www.daultimategrindzhi.com/,https://www.google.com/maps/place/Da+Ultimate+Grindz+Hawaii/data=!4m7!3m6!1s0x7c0065132197d059:0x89f774378937be5c!8m2!3d21.3842114!4d-158.0067612!16s%2Fg%2F11fjm9h7s0!19sChIJWdCXIRNlAHwRXL43iTd094k?authuser=0&hl=en&rclk=1,Restaurant,,4.8,92,10 AM-3:30 PM,"brisket, price, loco moco, mac salad, steak, kalbi, gravy, steamed, heart attack, plate lunch",
Da-Soriano Grindz (food truck),70 Lono Ave,Kahului,HI,96732,US,(808) 283-1188,,https://www.google.com/maps/place/Da-Soriano+Grindz+%28food+truck%29/data=!4m7!3m6!1s0x79552b0dcd7b89f7:0xc02731cc49fd28c!8m2!3d20.888319!4d-156.4697225!16s%2Fg%2F11jz71qcwl!19sChIJ94l7zQ0rVXkRjNKfxBxzAgw?authuser=0&hl=en&rclk=1,Restaurant,,4.4,32,11 AM-8 PM,"halo halo, pork, steak, mac salad, garlic shrimp, gas station, salmon, rice",
Dick's Lechon,94-849 Lumiaina St,Waipahu,HI,96797,US,(808) 725-8919,https://www.waikelecenter.com/store/Dicks-Lechon/2138944454/,https://www.google.com/maps/place/Dick%E2%80%99s+Lechon/data=!4m7!3m6!1s0x7c0067c7e08380db:0x4602ca45a78fa945!8m2!3d21.3984989!4d-158.0063553!16s%2Fg%2F11qn86bb6l!19sChIJ24CD4MdnAHwRRamPp0XKAkY?authuser=0&hl=en&rclk=1,Restaurant,,3.8,54,9 AM-7 PM,"rice, pancit, filipino food, lumpia, skin, pork, food truck, bbq, crunchiness, container",
Elena's Restaurant,"Tropicana Square Shopping Center, 94-866 Moloalo St D4A",Waipahu,HI,96797,US,(808) 676-8005,http://www.elenasrestaurant.com/,https://www.google.com/maps/place/Elena%27s+Restaurant/data=!4m7!3m6!1s0x7c00642d04fa8c71:0x93584220bb95d533!8m2!3d21.3852562!4d-158.0025917!16s%2Fg%2F1tht1nw1!19sChIJcYz6BC1kAHwRM9WVuyBCWJM?authuser=0&hl=en&rclk=1,Restaurant,Quick Bites & Turo-Turo,4.4,396,7 AM-8 PM,"omelette, adobo fried rice, buffet, take out, pancit, pork adobo, plate, lechon, lumpia, sari",
Filipino Merchandise Store,577 California Ave # A,Wahiawa,HI,96786,US,,,https://www.google.com/maps/place/Filipino+Merchandise+Store/data=!4m7!3m6!1s0x7c005df3cc4c53f9:0xc156e2042ee6ff2b!8m2!3d21.4961745!4d-158.0285289!16s%2Fg%2F1tmgcn4w!19sChIJ-VNMzPNdAHwRK__mLgTiVsE?authuser=0&hl=en&rclk=1,Supermarket & Grocery,,5,2,8 AM-8 PM,,
First Commercial Kitchen,94-538 Puahi St,Waipahu,HI,96797,US,(808) 454-0953,http://firstcommercialkitchen.com/,https://www.google.com/maps/place/First+Commercial+Kitchen/data=!4m7!3m6!1s0x7c0066f6bf440977:0x7c1df06adbefca78!8m2!3d21.4231221!4d-158.0038758!16s%2Fg%2F1vj5_f2q!19sChIJdwlEv_ZmAHwReMrv22rwHXw?authuser=0&hl=en&rclk=1,,,0,0,7 AM-12 PM,,
Fort Ruger Market,3585 Alohea Ave,Honolulu,HI,96816,US,(808) 737-4531,https://www.toasttab.com/ruger-llc-3585-alohea-ave/v3/,https://www.google.com/maps/place/Fort+Ruger+Market/data=!4m7!3m6!1s0x7c007281384626d7:0xd297465a9d8e4f1d!8m2!3d21.2717929!4d-157.8050383!16s%2Fg%2F1tdkb8tc!19sChIJ1yZGOIFyAHwRHU-OnVpGl9I?authuser=0&hl=en&rclk=1,Restaurant,,4.5,540,6 AM-6 PM,"local food, lechon, filipino food, diamond head, boiled peanuts, laulau, snacks, beef stew, chicharon, convenience store",
Four Sisters Bakery & Catering,1968 E Vineyard St,Wailuku,HI,96793,US,(808) 244-9333,,https://www.google.com/maps/place/Four+Sisters+Bakery+%26+Catering/data=!4m7!3m6!1s0x7954d36a7bf8c749:0x1efa972de7c5d9d6!8m2!3d20.8898577!4d-156.5019813!16s%2Fg%2F1tffv42f!19sChIJScf4e2rTVHkR1tnF5y2X-h4?authuser=0&hl=en&rclk=1,"Bakery, Dessert & Cafe",,4.6,317,6:30 AM-3 PM,"rolls, butter roll, malasadas, cash, banana bread, price, char siu, coconut, DONUTS, cream",
Golden Coin,94-1144 Ka Uka Blvd,Waipahu,HI,96797,US,(808) 892-4858,http://www.goldencoinfood.com/,https://www.google.com/maps/place/Golden+Coin/data=!4m7!3m6!1s0x7c006661fc3be62d:0xc1df0a14ac1f1a21!8m2!3d21.4239427!4d-158.0031895!16s%2Fg%2F11fy_dg2gg!19sChIJLeY7_GFmAHwRIRofrBQK38E?authuser=0&hl=en&rclk=1,Restaurant,,3.9,48,5:30 AM-7 PM,"coffee, price",
Golden Coin Bake Shop,94-459 Puko St,Waipahu,HI,96797,US,(808) 680-0758,http://www.goldencoinfood.com/,https://www.google.com/maps/place/Golden+Coin+Bake+Shop/data=!4m7!3m6!1s0x7c00643c6c13ca21:0x8576c1ff0196cb7b!8m2!3d21.3898773!4d-158.0062121!16s%2Fg%2F12hlfs146!19sChIJIcoTbDxkAHwRe8uWAf_BdoU?authuser=0&hl=en&rclk=1,Restaurant,Quick Bites & Turo-Turo,3.9,236,5 AM-8 PM,"pandesal, rolls, baked, parking, lumpia, management, mochi, smile, tasting, flies",
Golden Coin Bakeshop & Restaurant,759 Lower Main St,Wailuku,HI,96793,US,(808) 214-5317,http://www.goldencoinfood.com/,https://www.google.com/maps/place/Golden+Coin+Bakeshop+%26+Restaurant/data=!4m7!3m6!1s0x7954d32fd3f29681:0xbd52fae0b604c3d0!8m2!3d20.9016191!4d-156.4862591!16s%2Fg%2F11c1w0bgj3!19sChIJgZby0y_TVHkR0MMEtuD6Ur0?authuser=0&hl=en&rclk=1,Restaurant,Quick Bites & Turo-Turo,3.7,103,7 AM-7 PM,"halo halo, desserts, bakery, lumpia, moong, oily, parking, server, pancit",
Golden Coin BakeShop & Restaurant (Wahiawa),661 Kilani Ave,Wahiawa,HI,96786,US,(808) 621-0269,http://www.goldencoinfood.com/,https://www.google.com/maps/place/Golden+Coin+BakeShop+%26+Restaurant+%28Wahiawa%29/data=!4m7!3m6!1s0x7c005df1f51a0d7d:0x4af088de6ebb9392!8m2!3d21.4983762!4d-158.0281685!16s%2Fg%2F1v8k_txv!19sChIJfQ0a9fFdAHwRkpO7bt6I8Eo?authuser=0&hl=en&rclk=1,Restaurant,,4,132,5 AM-7 PM,"prices, rolls, pancit, pork, banana, Spring rolls, mochi, munggo, oil, glutinous rice",
Happy Belly,22 Alahele Pl,Kihei,HI,96753,US,(808) 633-5717,http://happybellymaui.com/,https://www.google.com/maps/place/Happy+Belly/data=!4m7!3m6!1s0x7954d11f8b8e9931:0x73818c51d11d67aa!8m2!3d20.7312034!4d-156.4512751!16s%2Fg%2F11s60_p8qg!19sChIJMZmOix_RVHkRqmcd0VGMgXM?authuser=0&hl=en&rclk=1,Restaurant,,4.9,290,"11:30 AM-3 PM, 4:30-9 PM","chicken katsu, food truck, pork belly bao, panang curry, drunken noodles, drunken udon noodles, pork belly rice, bao buns, pulled pork sliders, cucumber salad",
Ilocos Best,2225 N School St,Honolulu,HI,96819,US,(808) 888-7878,,https://www.google.com/maps/place/Ilocos+Best/data=!4m7!3m6!1s0x7c006f0e2a375399:0xa28c353fe62352d1!8m2!3d21.3402399!4d-157.8742643!16s%2Fg%2F11y8tptrtw!19sChIJmVM3Kg5vAHwR0VIj5j81jKI?authuser=0&hl=en&rclk=1,Supermarket & Grocery,Quick Bites & Turo-Turo,0,0,7:30 AM-5 PM,,
Jesse's Coffee Shop & Restaurant,1101 N King St #6,Honolulu,HI,96817,US,(808) 842-1121,,https://www.google.com/maps/place/Jesse%27s+Coffee+Shop+%26+Restaurant/data=!4m7!3m6!1s0x7c006e6356d14085:0x2a4754ec226e53f0!8m2!3d21.3253411!4d-157.8695628!16s%2Fg%2F1tk9qzyt!19sChIJhUDRVmNuAHwR8FNuIuxURyo?authuser=0&hl=en&rclk=1,Restaurant,"Bakery, Dessert & Cafe",4,122,5 AM-7:30 PM,"bakery, price, fried, pork, to go, parking, tax, mung beans, rolls, adobo",
Jessica's Kitchen,98-150 Kaonohi St Unit B213-B,Aiea,HI,96701,US,(808) 900-2864,https://www.jessicaskitchen808.com/,https://www.google.com/maps/place/Jessica%27s+Kitchen/data=!4m7!3m6!1s0x7c006f123119f7e5:0xcdd80a9947ccdcca!8m2!3d21.3845478!4d-157.9455164!16s%2Fg%2F11x7t7zpk1!19sChIJ5fcZMRJvAHwRytzMR5kK2M0?authuser=0&hl=en&rclk=1,Restaurant,,4.7,46,7 AM-8 PM,"atmosphere, loco moco, prime rib, breakfast, adobo fried rice, eggs benedict, fried chicken, roast pork, plating, hash",
Jimmy's Produce & Filipino,131 N Hotel St,Honolulu,HI,96817,US,(808) 521-2119,,https://www.google.com/maps/place/Jimmy%27s+Produce+%26+Filipino/data=!4m7!3m6!1s0x7c006e73fe403b17:0x243252d7f6c655f6!8m2!3d21.3127108!4d-157.8633348!16s%2Fg%2F1w97vlxp!19sChIJFztA_nNuAHwR9lXG9tdSMiQ?authuser=0&hl=en&rclk=1,Supermarket & Grocery,,5,1,8:30 AM-5 PM,,
Jimmy's Produce & Filipino Store,1874 N King St,Honolulu,HI,96819,US,(808) 845-6866,,https://www.google.com/maps/place/Jimmy%27s+Produce+%26+Filipino+Store/data=!4m7!3m6!1s0x7c006e8a7783c4cf:0xc26af8ac6307afc2!8m2!3d21.331877!4d-157.877072!16s%2Fg%2F1tyt5kl4!19sChIJz8SDd4puAHwRwq8HY6z4asI?authuser=0&hl=en&rclk=1,Supermarket & Grocery,,3.7,22,8 AM-6 PM,,
JMA Imports,401 Ho'okahi St STE 4,Wailuku,HI,96793,US,(808) 344-8137,,https://www.google.com/maps/place/JMA+Imports/data=!4m7!3m6!1s0x7954d31daf627a07:0xc49780ac2d8736b3!8m2!3d20.9050948!4d-156.4870643!16s%2Fg%2F11sz4n0xmz!19sChIJB3pirx3TVHkRszaHLayAl8Q?authuser=0&hl=en&rclk=1,Supermarket & Grocery,,4.8,8,7:30 AM-7 PM,,
Joey's Kitchen Napili,"Napili Plaza Shopping Center, 5095 Napilihau St A107",Lahaina,HI,96761,US,(808) 214-5590,http://www.joeyskitchenhimaui.com/,https://www.google.com/maps/place/Joey%27s+Kitchen+Napili/data=!4m7!3m6!1s0x7eaad454eed63f1f:0x416e44ae958f6ff4!8m2!3d20.985037!4d-156.667413!16s%2Fg%2F11c2k5wb97!19sChIJHz_W7lTUqn4R9G-Pla5EbkE?authuser=0&hl=en&rclk=1,Restaurant,,4.5,947,"8 AM-2 PM, 4-8 PM","garlic chicken, loco moco, filipino food, adobo, lumpia, halo halo, mahi mahi, kalua pork, crispy pata, sinigang",
Jollibee,1450 Ala Moana Blvd Space 1071,Honolulu,HI,96814,US,(808) 944-0440,https://locations.jollibeefoods.com/usa/hi/honolulu/1450-ala-moana-blvd?utm_medium=organic&utm_source=local&utm_campaign=googlelistings&utm_content=website&utm_term=OLO146016,https://www.google.com/maps/place/Jollibee/data=!4m7!3m6!1s0x7c006d4351f40529:0xd76f91ec18b0f9b7!8m2!3d21.2906019!4d-157.8443222!16s%2Fg%2F11xhy7vvt!19sChIJKQX0UUNtAHwRt_mwGOyRb9c?authuser=0&hl=en&rclk=1,Restaurant,Quick Bites & Turo-Turo,4.1,842,10 AM-8 PM,"spaghetti, food court, fast food, halo halo, spicy chicken, peach mango pie, mall, palabok, filipino food, pineapple juice",
Jollibee,270 Dairy Rd,Kahului,HI,96732,US,(808) 495-4281,https://locations.jollibeefoods.com/usa/hi/kahului/270-dairy-rd?utm_medium=organic&utm_source=local&utm_campaign=googlelistings&utm_content=website&utm_term=OLO146020,https://www.google.com/maps/place/Jollibee/data=!4m7!3m6!1s0x7954d3d723a1c85b:0x6a55483a6ef8576e!8m2!3d20.8821452!4d-156.454063!16s%2Fg%2F11j7j3rlcn!19sChIJW8ihI9fTVHkRblf4bjpIVWo?authuser=0&hl=en&rclk=1,Restaurant,Quick Bites & Turo-Turo,4.2,500,9 AM-10 PM,"spaghetti, chicken sandwich, drive thru, spicy, fast food, peach mango pie, mashed potatoes, adobo, palabok, pineapple juice",
Jollibee,91-5431 Kapolei Pkwy Ste 137,Kapolei,HI,96707,US,(808) 468-4030,https://locations.jollibeefoods.com/usa/hi/kapolei/91-5431-kapolei-pkwy?utm_medium=organic&utm_source=local&utm_campaign=googlelistings&utm_content=website&utm_term=OLO146019,https://www.google.com/maps/place/Jollibee/data=!4m7!3m6!1s0x7c00631ba19aef5b:0xdf10041da8f37bcb!8m2!3d21.3341984!4d-158.0543704!16s%2Fg%2F11h9x1zwr8!19sChIJW--aoRtjAHwRy3vzqB0EEN8?authuser=0&hl=en&rclk=1,Restaurant,Quick Bites & Turo-Turo,4.1,711,9 AM-10 PM,"spaghetti, drive thru, chicken sandwich, pie, mango, adobo, palabok, halo halo, peach, cheese burger",
Julie'Z,590 Farrington Hwy #532,Kapolei,HI,96707,US,(808) 693-8778,https://beluga.kitchen/m/an7kAn,https://www.google.com/maps/place/Julie%27Z/data=!4m7!3m6!1s0x7c0063162b27d605:0x6357725e80e40978!8m2!3d21.3377177!4d-158.0804322!16s%2Fg%2F1thlznlq!19sChIJBdYnKxZjAHwReAnkgF5yV2M?authuser=0&hl=en&rclk=1,Restaurant,,4.2,455,7 AM-8:30 PM,"lechon kawali, buffet, adobo fried rice, pancakes, island, moong, pork adobo, pinakbet, morning, sari",
Kalihi Super Meat,2130 N King St,Honolulu,HI,96819,US,(808) 841-6186,https://www.kalihisupermeats.com/,https://www.google.com/maps/place/Kalihi+Super+Meat/data=!4m7!3m6!1s0x7c006f9b0f73c139:0x5a49742f121cbeb6!8m2!3d21.3341894!4d-157.8790862!16s%2Fg%2F11pxm9ybwt!19sChIJOcFzD5tvAHwRtr4cEi90SVo?authuser=0&hl=en&rclk=1,Supermarket & Grocery,,4.6,40,9 AM-6 PM,"mochi, marinated, sauce, lumpia, char siu, poke, beer, parking",
Kambingan Filipino Express Restaurant,94-366 Pupupani St #117,Waipahu,HI,96797,US,(808) 676-8788,http://www.filipinoexpresshi.com/,https://www.google.com/maps/place/Kambingan+Filipino+Express+Restaurant/data=!4m7!3m6!1s0x7c00643b9bf7ca0f:0x75d0986cdf553aad!8m2!3d21.3817248!4d-158.0169152!16s%2Fg%2F1wrtd1rx!19sChIJD8r3mztkAHwRrTpV32yY0HU?authuser=0&hl=en&rclk=1,Restaurant,Supermarket & Grocery,4.2,51,6 AM-9 PM,"pay, dessert, lumpia, price",
Keaau Filipino Food Store,16-577 Old Volcano Rd,Keaau,HI,96749,US,(808) 966-7222,,https://www.google.com/maps/place/Keaau+Filipino+Food+Store/data=!4m7!3m6!1s0x79523584f832f319:0x1966e10575130a90!8m2!3d19.6212484!4d-155.0399659!16s%2Fg%2F1tpps4wr!19sChIJGfMy-IQ1UnkRkAoTdQXhZhk?authuser=0&hl=en&rclk=1,Supermarket & Grocery,,4.8,18,7 AM-6 PM,"halo halo, sapin-sapin, ube",
Kusina Ni Jayboy,"by Maikai's market, 73 Puunene Ave",Kahului,HI,96732,US,(808) 276-3060,,https://www.google.com/maps/place/Kusina+Ni+Jayboy/data=!4m7!3m6!1s0x79552bb9e1da6bcf:0x23f3e367a2580537!8m2!3d20.889486!4d-156.466165!16s%2Fg%2F11c20c8l5w!19sChIJz2va4bkrVXkRNwVYomfj8yM?authuser=0&hl=en&rclk=1,Restaurant,,4.8,141,11 AM-7 PM,"food truck, pork, skewers, onion, price, cash, loco moco, gravy, grilled, parking",
Little Manila Market,91-3633 Kauluakoko St,Ewa Beach,HI,96706,US,(808) 683-9142,,https://www.google.com/maps/place/Little+Manila+Market/data=!4m7!3m6!1s0x7c0063000079a5d7:0x3fce366d94fff0fa!8m2!3d21.3605369!4d-158.0483424!16s%2Fg%2F11vs_b84g8!19sChIJ16V5AABjAHwR-vD_lG02zj8?authuser=0&hl=en&rclk=1,Supermarket & Grocery,,4.9,15,9 AM-7 PM,dessert,
Little Manila Market Llc Stall 3-5,"Festival Market, 94-340, Waipahu Depot St",Waipahu,HI,96797,US,(808) 459-2446,,https://www.google.com/maps/place/Little+Manila+Market+Llc+Stall+3-5/data=!4m7!3m6!1s0x7c00642e402afd39:0x3290ad55276e4289!8m2!3d21.3850924!4d-158.0075383!16s%2Fg%2F11ks57t_3x!19sChIJOf0qQC5kAHwRiUJuJ1WtkDI?authuser=0&hl=en&rclk=1,Supermarket & Grocery,,0,0,7 AM-3 PM,,
M & N Filipino Restaurant,844 N King St,Honolulu,HI,96817,US,(808) 842-3515,https://mnrestaurant.net/,https://www.google.com/maps/place/M+%26+N+Filipino+Restaurant/data=!4m7!3m6!1s0x7c006e7b18acdb1b:0x9fde4437cfa4c073!8m2!3d21.3223311!4d-157.8673286!16s%2Fg%2F1tgn9v2b!19sChIJG9usGHtuAHwRc8CkzzdE3p8?authuser=0&hl=en&rclk=1,Restaurant,,4.3,53,8 AM-2:30 PM,"mom, pancit, price",
Mabuhay Mart,362 Huku Lii Pl Suite #102 & #103,Kihei,HI,96753,US,(808) 250-7008,,https://www.google.com/maps/place/Mabuhay+Mart/data=!4m7!3m6!1s0x7954d1269b4cd80f:0xefd34b1cbe3eed33!8m2!3d20.7742037!4d-156.4526543!16s%2Fg%2F11w8wvgng_!19sChIJD9hMmybRVHkRM-0-vhxL0-8?authuser=0&hl=en&rclk=1,Supermarket & Grocery,,5,15,8 AM-8 PM,"snacks, wagyu, island, addition, selection",
Marcy's Variety Store,266 Makaala St,Hilo,HI,96720,US,(808) 935-5889,http://marcys-variety-store.edan.io/,https://www.google.com/maps/place/Marcy%27s+Variety+Store/data=!4m7!3m6!1s0x79524b135f968585:0x798823634a7a69ce!8m2!3d19.6990584!4d-155.0659919!16s%2Fg%2F1tmgcmtj!19sChIJhYWWXxNLUnkRzml6SmMjiHk?authuser=0&hl=en&rclk=1,Supermarket & Grocery,,4.6,106,8:30 AM-6 PM,"prices, filipino food, fruits, local produce, array, fresh, bakery, farmers market, balikbayan box",
Marians Catering,79 Mango Pl,Wahiawa,HI,96786,US,(808) 621-6758,https://www.marianscatering.com/,https://www.google.com/maps/place/Marians+Catering/data=!4m7!3m6!1s0x7c005df23f6a1613:0xb32158520a60a61a!8m2!3d21.4975849!4d-158.0284392!16s%2Fg%2F1v7tllk6!19sChIJExZqP_JdAHwRGqZgClJYIbM?authuser=0&hl=en&rclk=1,Restaurant,Quick Bites & Turo-Turo,4.2,37,10 AM-4 PM,"price, bento",
Maui Asian Distribution Filipino Store,910 HI-30 #14,Lahaina,HI,96761,US,(808) 856-0800,https://www.facebook.com/profile.php?id=100078217907256,https://www.google.com/maps/place/Maui+Asian+Distribution+Filipino+Store/data=!4m7!3m6!1s0x79552b1e4e499115:0x998e473d0f42b304!8m2!3d20.8793498!4d-156.6783738!16s%2Fg%2F11t827843f!19sChIJFZFJTh4rVXkRBLNCDz1Hjpk?authuser=0&hl=en&rclk=1,Supermarket & Grocery,,5,13,,,
Maui Food Trucks of Kihei,1 Piikea Ave,Kihei,HI,96753,US,(541) 295-2125,http://mauifoodtrucks.net/,https://www.google.com/maps/place/Maui+Food+Trucks+of+Kihei/data=!4m7!3m6!1s0x7954d1f6db10301f:0x1624411e24cf58e2!8m2!3d20.7499086!4d-156.4538693!16s%2Fg%2F11sq57my13!19sChIJHzAQ2_bRVHkR4ljPJB5BJBY?authuser=0&hl=en&rclk=1,Quick Bites & Turo-Turo,,4.7,174,6 AM-8:30 PM,"park, shrimp, sushi, atmosphere, buns, music, BBQ, thai, tacos, tables",
Maunakea Marketplace,1120 Maunakea St,Honolulu,HI,96817,US,(808) 441-9757,,https://www.google.com/maps/place/Maunakea+Marketplace/data=!4m7!3m6!1s0x7c006e7401789d99:0x453badc9f0a2a35a!8m2!3d21.3128071!4d-157.8627123!16s%2Fg%2F1tx1tdk8!19sChIJmZ14AXRuAHwRWqOi8MmtO0U?authuser=0&hl=en&rclk=1,Supermarket & Grocery,Quick Bites & Turo-Turo,4.1,1421,7 AM-3:30 PM,"vendors, food court, asian food, chinese, fresh, filipino food, homeless, vietnamese, tropical fruits, roast duck",
"Max's Restaurant Dillingham, Cuisine of the Philippines",801 Dillingham Blvd Suite 108,Honolulu,HI,96817,US,(808) 793-5512,https://www.maxsrestaurantna.com/,"https://www.google.com/maps/place/Max%27s+Restaurant+Dillingham,+Cuisine+of+the+Philippines/data=!4m7!3m6!1s0x7c006e6fe79af8a3:0x2ba1095645edd278!8m2!3d21.3180147!4d-157.8694137!16s%2Fg%2F1w665mh_!19sChIJo_ia529uAHwReNLtRVYJoSs?authuser=0&hl=en&rclk=1",Restaurant,,3.9,592,10:30 AM-9 PM,"pancit, halo halo, party, salty, lechon kawali, crispy pata, fried chicken, parking, garlic rice, coconut",
"Max's Restaurant Waipahu, Cuisine of the Philippines",94-300 Farrington Hwy,Waipahu,HI,96797,US,(808) 698-7910,https://www.maxsrestaurantna.com/,"https://www.google.com/maps/place/Max%27s+Restaurant+Waipahu,+Cuisine+of+the+Philippines/data=!4m7!3m6!1s0x7c00643c6c13ca21:0x8af7dab9e4decb9!8m2!3d21.3808803!4d-158.01828!16s%2Fg%2F1hhh77l3m!19sChIJIcoTbDxkAHwRuexNnqt9rwg?authuser=0&hl=en&rclk=1",Restaurant,,3.9,418,10:30 AM-9 PM,"party, halo halo, take out, fried chicken, sinigang, lechon kawali, calamari, bulalo, gratuity, buko",
Merlina's Kitchen,1203 Whitmore Ave,Wahiawa,HI,96786,US,(808) 622-3069,,https://www.google.com/maps/place/Merlina%27s+Kitchen/data=!4m7!3m6!1s0x7c005dbe49db86e5:0xbf17f9a2a25a89f8!8m2!3d21.5111927!4d-158.0205004!16s%2Fg%2F1tf9ymsh!19sChIJ5YbbSb5dAHwR-IlaoqL5F78?authuser=0&hl=en&rclk=1,Restaurant,,4.3,109,10 AM-8 PM,"pork, price, roast, lumpia, mochi, stew, adobo, island, vinegar, banana",
